,owner,company,address,type,capacity_MW,approval_date,prep_time,note
214,박유성,낙동강발전(주),대구시 달성군 하빈면동곡리,태양광,10.408,'13.4.2,2013년10월,
215,김문덕,한국서부발전(주),"전남 영암군 삼호읍삼포리 1895,1898",태양광,13.296,'13.4.2,양수인가‘13.4.2,양도인:영암에프원태양광발전(주)
216,김정태,(주)영원솔라테크,강원도 영월군 남면연당리 산237 일원,태양광,40,'13.4.2,2013년9월,설비 40(50)공급22.9(154)
217,임승환,부산신호태양광발전(주),부산시 강서구르노삼성대로 61(신호동),태양광,20,'13.4.2,변경허가,"11MW,9MW를20MW대표자변경"
218,이용운,정암풍력발전(주),강원도 정선군 고한읍고한리 산216-1 등지,풍력,40,'13.4.2,2015년1월,
219,이승칠,별내에너지(주),경기도 남양주시별내3로 391 일원,열병합(LNG),130.4,‘13.4.1,2013년9월,
220,손달호이길구안병덕,"(주)경동,한국동서발전(주),코오롱글로벌(주)","충남 당진군 석문면삼봉리, 고대면 성산리",열병합(목질바이오매스),38.9,‘13.4.1,2015년12월,
221,안현검,(주)석문에너지,"충남 당진군 석문면 삼봉리,고대면 성상리 일원",열병합(목질바이오매스),38.9,‘13.4.4,2015년12월,양수인가
222,오창석,군장에너지(주),전북 군산시 소룡동53-8 일원,열병합(유연탄),395.069,‘13.4.5,2015년7월,
223,이종근,동부발전당진(주),충남 당진시 석문면교로3리 1026번지 외,석탄화력(S/T),"1,160",'13.4.8,2016년12월,허가증재발급(용량변경)
224,진경수,대산열병합발전(주),충남 서산시 대산읍대죽리 39번지 일원,열병합(유연탄),50.7,‘13.4.16,2015년12월,준비기간 연장(2013.4-2015.12)
225,장경수김진규,안산도시개발(주),경기도 안산시 단원구초지동 672,열병합(LNG),62.6,'13.4.24,,
226,정연주,삼성물산(주),강원도 강릉시 강동면대동리 일원,스팀터빈(유연탄),"2,120",‘13.4.30,2019년10월,
227,최광철조기행,SK건설(주),경남 고성군 하이면덕호리 880번지 외,스팀터빈(유연탄),"2,100",‘13.4.30,2019년4월,
228,박정욱,애플토리아(주),경남 진주시 이반성면장안리 1081-2외 38필지,신재생(태양광),3.315,‘13.5.31,2014년12월,
229,조정호,청송 면봉산풍력(주),경북 청송군 현서면무계리 산11번지 일원,신재생(풍력),60,‘13.4.30,2015년12월,
230,임장순,현대아산태양광발전(주),충남 아산시 인주면금성리 123,태양광,10.076,‘13.4.30,2014년1월,
231,서기섭,대명지이씨(주),경남 거창군 신원면덕산리 산57번지 일원,풍력,20,‘13.4.30,2015년5월,
232,이인규,영산강발전일(주),전남 나주시 영산동 664-1292필지,태양광,10,‘13.5.3,2013년12월,준비기간연장2014년 12월
233,이인규,영산강발전이(주),전남 나주시 영산동 664-1292필지,태양광,20,‘13.5.3,2014년5월,
234,안성권,김천풍력발전(주),경북 김천시 어모면옥계리 산227,풍력,20,‘13.5.14,2015년6월,설비용량 85-20
235,김진식,STX전력(주),"강원도 동해시 구호동230, 245-1,246",석탄화력신재생,1198.172,‘13.5.16,2016년6월,신재생 추진허가증 재발급
236,유정준,SK E&S,경기도 여주군 북내면외룡리 366,LNG(복합화력),"1,000",‘13.5.31,2017년6월,
237,백종호윤정택,(주)내추럴오투피아,경기도 이천시 대월면초지리 57,신재생(태양광),9,‘13.5.31,2015년8월,변경허가154-22.9
238,권혁응,한화에너지(주),전북 군산시 외항로1222,유연탄(ST),221.9,‘13.5.31,2016년10월,
239,김지훈,베스트솔라에에너지(주),전남 해남군 황산면한자리 726외,태양광,7.872,‘13.5.31,2013년12월,양수인가
240,문부춘,(주)영월에너지스테이션,강원도 영월군 남면연당리 산237,태양광,40,‘13.5.31,2013년9월,양수인가
241,오형석,(주)해남그린에너지,전남 해남군 송지면학가리 324-1,태양광,9,‘13.5.31,2016년5월,
242,곽선기,(주)서희건설,전남 신안군 비금면구림리 39-10,풍력,60,‘13.5.31,2015년12월,
243,박영수,위례에너지서비스(주),경기도 하남시 학암동 일원(사업지구 내),열병합(LNG)및 연료전지,469,‘13.7.4,2016년12월,
244,이문석,SK케미칼(주),울산시 남구 횡성동처용로 718 일원,열병합(유연탄),38,‘13.7.4,,
245,아끼요시마사루,(주)고원풍력발전,강원도 태백시 창죽동산 63번지 일원,풍력,20,‘13.7.4,2015년5월,양수인가(대명지이씨(주))
246,류승보,윈드밀파워(주),경남 양산시 어곡동2091-12등지,풍력,10,‘13.7.4,2014년12월,설비용량 변경(12.5-10)
247,나은경,(주)인순,전남 무안군 운남면연리 및 성내리 등지,태양광,25,‘13.7.4,2016년6월,
248,최종하,세현어너지(주),충남 당진시 석문면난지도리 183 일원,태양광,3.915,‘13.7.4,2014년9월,
249,최연희,동양파워(주),강원도 삼척시 적노동일원,석탄화력(ST),"2,100",'13.7.5,2021년7월,
250,박영덕,피엠피(주),경기도 파주시 파주읍봉암리 500번지 일대,LNG복합,"1,800",‘13.7.10,2015년6월,허가증 재발급(준비기간 변경)
251,오창관,포스코에너지(주),경북 포항시 남구송전동 400,부생가스복합화력,263.2,‘13.7.10,2014년1월,“사업개시(‘13.9.6)
252,박병한,(주)고창솔라파크,전북 고창군 흥덕면치룡리 100번지 일원,태양광,15,‘13.7.17,,허가증 재발급(대표자 변경)
253,최인규,한국해상풍력(주),전북 부안군 위도 및전남 영광군 안마군도,풍력,99.5,‘13.7.23,2015년12월,
254,김성일,통영에코파워(주),경남 통영시 광도면 일원,LNG(GT/ST),920.0,'13.8.1,2017년12월,
255,조재민,대우에너지(주),경기도 포천시 신북면계류리 일원,LNG(GT/ST),960.4,'13.8.1,2016년10월,
256,이상호,한국남부발전(주),울산시 남구 매암동 29,LNG(GT/ST),470.0,'13.8.1,2016년6월,
257,장광성,서남바이오에너지(주),서울시 강서구 양천로201번지,소화가스(메탄),5.852,'13.8.1,2014년12월,
258,손영기,GS파워(주),경기도 안양시 동안구부림로 100,LNG및연료전지,939.8,‘13.8.23,2021년12월,
259,전영찬,에스티엑스영양풍력발전(주),경북 영양군 영양읍무창리 산62번지 일원,풍력,46.0,‘13.8.26,2014년7월,허가증 재발급(대표자 변경)
260,서기섭,영암풍력발전(주),전남 영암군 금정면연소리 산340 일원,풍력,40.0,‘13.8.30,2014년2월,준비기간 연장
261,정회걸,(주)남정수상태양광,전남 고흥군 대서면남정리 2431-26,태양광,25.0,‘13.9.2,2016년2월,대표자 변경재발급
262,김기중,(주)천사풍력,전남 신안군 자은면백산리 271번지 일원,풍력,40.0,‘13.9.13,2015년6월,
263,안성훈,효성윈드파워홀딩스(주),강원도 강릉시 왕산면대기4리 일원,풍력,24.0,‘13.9.27,2015년9월,준비기간 연장
264,정동화,(주)포스코건설,강원도 춘천시 동내면학곡리 산2-3번지 일원,LNG,202,‘13.9.30,2016년12월,준비기간 연장
265,윤정택,(주)탑선에너지,전남 해남군 화원면 구림리일원,태양광,8,‘13.9.30,2015년7월,
266,문재경,대산에너지(주),충남 서산시 대산읍기은리 628-6 등지,태양광,10,‘13.9.30,2015년10월,
267,주효준이성찬,제주에코에너지(주),제주시 애월읍 어음리산 68-4번지 일원,태양광,6.5,‘13.9.30,2016년3월,
268,강신길,(유한회사)신신토건,전북 군산시 오식도동876-1(조달청 창고 지붕),태양광,3.5,‘13.9.30,2014년12월,유한-(주)허가증재발급(‘13.10.29)
269,성유철,(주)화정네트웍스,경북 봉화군 봉성면외삼리 산124외 12필지,태양광,6,‘13.9.30,2015년1월,
270,홍찬희,하이패스태양광(주),세종시 부강면 부강리산23 육군종합보급창고,태양광,4,‘13.9.30,2014년10월,
271,이인규,영산강발전이(주),전남 나주시 영산동664-1 등지,태양광,10,‘13.9.30,2014년4월,
272,이인규,영산강발전삼(주),전남 나주시 영산동664-1 등지,태양광,5,‘13.9.30,2014년4월,
273,이인규,영산강발전사(주),전남 나주시 영산동664-1 등지,태양광,5,‘13.9.30,2014년4월,
274,조 석,한국수력원자력(주),울산광역시 울주군서생면 신암리 일원,원자력,"2,800",‘13.9.30,2020년12월,
275,최평락,한국중부발전(주),충남 서천군 마량리일원,석탄화력(유연탄),"1,000",‘13.9.30,2019년9월,
276,김봉영,삼성에버랜드(주),울산시 울주군 온산읍신암리 360,폐열발전,16.2,‘13.9.30,2015년6월,
277,이정원,(주)제이더블유에스피에스,"경북 고령군 다산면송곡리 1049-2,3번지",바이오메스화력,9.9,‘13.9.30,2015년10월,
278,박창규,롯데건설(주),충남 예산군 삽교읍1-21,신재생,97,‘13.9.30,2018년12월,
279,김춘학(중국),(주)금산태양광발전소,전남 신안군 안좌면금산리 258-3외 12필지,태양광,9,‘13.10.11,2014년12월,사업준비기간연장
280,김춘학(중국),(주)대척태양광발전소,"전남 신안군 안좌면대척리 1-3~5,16-5 등",태양광,7.5,‘13.10.11,2014년12월,사업준비기간연장
281,박정욱,진주철도솔라(주)],경남 진주시 이반성면장안리 1081-2외38필지,태양광,3.315,‘13.11.8,2014년12월,
282,함스테판윤성,에스케이디앤디(주),전남 영암군 삼호읍삼포리 1949번지,태양광,5.3,‘13.11.8,2014년10월,
283,김지훈,베스트솔라에너지(주),충남 당진시 신평면매산리 164-8,태양광,8.9,‘13.11.8,2015년4월,
284,신성룡(김기호),케이에스솔라(주),경남 창원시 성산구 동23,태양광,3.3,‘13.11.8,2014년12월,"사업개시 신고(‘14.4.30, 용량3.4)"
285,윤정택,(주)내추럴오투피아,경기도 이천시 대월면초지리 57,태양광,4.368,‘13.11.8,,법인분할 허가증재발급
286,김형근,(주)탑선태양광1호,경기도 이천시 대월면초지리 57,태양광,3.782,‘13.11.8,,법인분할허가증재발급
287,이상호,한국남부발전(주),강원도 강릉시 강동면임곡리 외,풍력,60.0,‘13.11.8,2016년9월,
288,이상호,한국남부발전(주),강원도 태백시 하사미동산 220-3 일원,풍력,20.0,‘13.11.8,2015년9월,
289,장 옥,글로벌에너지개발(주),충남 논산시 은진면시묘리 470-1외 11필지,바이오메스,9.9,‘13.11.4,2015년4월,
290,유정준,SK E&S(주),서울시 강동구 강일동227-1외,연료전지,19.6,‘13.11.4,2014년10월,
291,주우식,전주페이퍼(주),전북 전주시 덕진구팔복로 59,바이오메스,32.36,‘13.11.4,2017년12월,
292,정동화,(주)포스코건설,강원도 춘천시 동산면봉명리(동춘천산업단지),LNG,463.0,'13.11.5,2016년12월,
293,이길수박승준,이건에너지(주),인천시 남구 도화동 825,열병합(고형연료),8.5,'13.11.5,2015년1월,
294,이윤영,삼척에너지(주),강원도 삼척시 동양길20(사직동),스팀터빈,19.7,‘13.12.12,2015년9월,
295,오성준,달성에너지(주),대구시 달성군 논공읍본리리 29-55 산단내,열병합,9.8,‘13.12.12,2016년1월,
296,은용석,아일랜드발전투자(주),전남 완도군 신지면월양리 산20-1일원,풍력,18.0,‘13.12.16,2015년10월,
297,양재휘,영광백수풍력발전(주),전남 영광군 백수읍상사리 및 하사리 일원,풍력,30,‘13.12.16,2015년12월,허가조건 별첨
298,김양수,영광약수풍력발전(주),전남 영광군 백수읍 약수리및 지산리 일원,풍력,21,‘13.12.16,2015년12월,허가조건 별첨
299,박대문,대관령풍력(주),강원도 평창군 대관령면횡계리 산1-1,풍력,23.1,‘13.12.16,2015년10월,
300,공유덕,(주)에너지워터,전남 고흥군 대서면남정리 2431 일원,태양광,8,‘13.12.16,2016년6월,
301,신승정,신월성풍력(주),경북 경주시 감포읍대본리 산113 일원,풍력,12.5,‘13.12.19,2015년12월,준비기간 연장허가증 재발급
302,백흥건,평창풍력(주),"강원도 평창군 미탄면회동리,평안리 정선회동",풍력,30,‘13.12.19,2015년6월,준비기간 연장허가증 재발급
303,유정준,에스케이이엔에스(주),경남 양산시 원동면내포리 산1-1-4번지,풍력,20,‘13.12.19,2015년12월,준비기간 연장허가증 재발급
304,조민래,코원에너지서비스(주),서울시 강동구 고덕동35-1,열병합(LNG),36.3,‘13.12.19,2018년12월,
305,김재신,OCISE(주),전북 군산시새만금산업단지 내,"열병합(유연탄,LNG)",303,‘13.12.27,2018년12월,
306,김영호,대구그린파워(주),대구혁신도시,열병합(LNG),415,‘13.12.30,2014년8월,
307,이승칠,(주)대륜발전,경기도양주신도시(옥정.회천),열병합(천연가스),555.17.2(연료),‘13.12.31,2014년4월,
308,박진수,LG화학,전남 여수시여수산단4로 58,부생가스,103.5,‘14.1.24,2014년11월,
309,이재영,한국토지주택공사,충남 아산시 배방읍 장재리672-1번지,열병합(LNG),117,‘14.1.24,2021년10월,
310,이영경,(주)포에버,충남 태안군 안면읍중장리 425-60 등지,태양광,3.048,‘14.1.27,2016년2월,
311,오형석,(주)부여에너지팜,충남 부여군 세도면사산리 594 등지,태양광,3.1,‘14.1.27,2016년8월,
312,김범현,해미솔라에너지(주),충남 서산시 해미면언암리 514-3 등지,태양광,4.2,‘14.1.27,2015년1월,
313,김범현,해미솔라에너지(주),충남 서산시 해미면언암리 500-1 등지,태양광,3.2,‘14.1.27,2015년1월,
314,나은경,(주)인순,전남 무안군 운남면연리 및 성내리 등지,태양광,16.7,‘14.1.27,2016년6월,변경허가25MW-16.7MW
315,조인국,한국서부발전(주),전남 화순군 동면천궁리및이서면안심리,풍력,16,‘14.1.27,2015년11월,변경허가20MW-16MW
316,조석,한국수력원자력(주),경북 경주시 양북면봉길리 일원,원자력(S/T),"2,000",‘14.2.2,2015년1월20일+,사업준비기간변경
317,오창관,포스코에너지(주),경북 포항시 남구송전동 400,부생가스복합화력,263.2,‘14.2.4,2014년3월,사업준비기간변경
318,유정환,유효산업개발(주),경기도 평택시 포승읍내기리 608-17,열병합(목질계),75,‘14.2.4,2017년1월,
319,이승칠,(주)대륜발전110111-4247676,경기도 양주신도시(옥정.회천지구),열병합(천연가스),524.3(열)7.2(연료),‘14.2.12,2014년4월,‘14.4.21 사업개시신고
320,심수섭,이에스파워(유),충북 단양군 매포읍 매포리270 성신양회 부지내,S/T저온폐열,40,‘14.2.21,2017년12월,허가증 사항변경(사용연료추가)
321,김동휘,에이더블유피,"경북 영양군 영양읍무창리,무학리,기산리 및수비면 송하리 등지",풍력,89.1,2014-02-14,2017-01-31,
322,이재영,한국토지주택공사,충남 아산시 배방읍장재리 672-1 일원,열병합(LNG),123,‘14.3.3,2021년10월,
323,김기환,STX영양풍력발전(주)→(주)GS영양풍력,경북 영양군 영양읍무창리 산62 일원,풍력,59.4,‘14.3.5,2015년7월,설비용량 46-59.4
324,류승보,에임슨파워(주),경남 양산시 상북면공원로 305-391 일원,풍력,10,‘14.3.5,2015년12월,
325,남병현,영양윈드파워(주),"경북 영양군 영양읍양구리, 석보면 홍계리",풍력,37.95,‘14.3.5,2017년9월,
326,이상능,(주)비금풍력발전,전남 신안군 비금면구림리 39-10 등지,풍력,60,‘14.3.5,2015년12월,양수인가(양도인:서희건설)
327,신성룡,부산신호태양광2(주),부산 강서구르노삼성대로 61 지붕,태양광,6,‘14.3.5,2016년1월,
328,서기섭,대명지이씨(주),전남 영광군 염산면봉남리 1100번지 일원,풍력,36,‘14.4.1,2017년6월,
329,신재원,(주)인코테크,강원도 강릉시 강동면임곡리 21,바이오매스소각열,9.9,‘14.4.1,2017년3월,
330,유근섭,지씨테크(주),울산시 울주군 삼남면상천리 101-1일원,바이오매스소각열,9.9,‘14.4.1,2016년3월,
331,김행남,에너파워(주),세종시 장군면 봉안리160-13,바이오매스소각열,5,‘14.4.1,2016년3월,
332,박규석,(주)서브원,경기도 파주시 월롱면덕은리 1271 건물지붕,태양광,7.2,‘14.4.1,2014년12월,
